YEAR,WEATHER_CONDITION,PRIM_CONTRIBUTORY_CAUSE,COUNT
2021,CLOUDY/OVERCAST,PHYSICAL CONDITION OF DRIVER,25
2021,CLOUDY/OVERCAST,RELATED TO BUS STOP,2
2021,CLOUDY/OVERCAST,ROAD CONSTRUCTION/MAINTENANCE,8
2021,CLOUDY/OVERCAST,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,7
2021,CLOUDY/OVERCAST,TURNING RIGHT ON RED,1
2021,CLOUDY/OVERCAST,UNABLE TO DETERMINE,1140
2021,CLOUDY/OVERCAST,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),6
2021,CLOUDY/OVERCAST,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",35
2021,CLOUDY/OVERCAST,WEATHER,47
2021,FOG/SMOKE/HAZE,DISREGARDING TRAFFIC SIGNALS,3
2021,FOG/SMOKE/HAZE,DISTRACTION - FROM OUTSIDE VEHICLE,1
2021,FOG/SMOKE/HAZE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2
2021,FOG/SMOKE/HAZE,EQUIPMENT - VEHICLE CONDITION,1
2021,FOG/SMOKE/HAZE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2021,FOG/SMOKE/HAZE,FAILING TO REDUCE SPEED TO AVOID CRASH,1
2021,FOG/SMOKE/HAZE,FAILING TO YIELD RIGHT-OF-WAY,3
2021,FOG/SMOKE/HAZE,FOLLOWING TOO CLOSELY,3
2021,FOG/SMOKE/HAZE,IMPROPER BACKING,2
2021,FOG/SMOKE/HAZE,IMPROPER LANE USAGE,1
2021,FOG/SMOKE/HAZE,IMPROPER OVERTAKING/PASSING,4
2021,FOG/SMOKE/HAZE,IMPROPER TURNING/NO SIGNAL,3
2021,FOG/SMOKE/HAZE,NOT APPLICABLE,4
2021,FOG/SMOKE/HAZE,UNABLE TO DETERMINE,38
2021,FOG/SMOKE/HAZE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2021,FOG/SMOKE/HAZE,WEATHER,5
2021,FREEZING RAIN/DRIZZLE,DISREGARDING OTHER TRAFFIC SIGNS,1
2021,FREEZING RAIN/DRIZZLE,DISREGARDING STOP SIGN,6
2021,FREEZING RAIN/DRIZZLE,DISREGARDING TRAFFIC SIGNALS,4
2021,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM OUTSIDE VEHICLE,2
2021,FREEZING RAIN/DRIZZLE,DRIVING ON WRONG SIDE/WRONG WAY,1
2021,FREEZING RAIN/DRIZZLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,9
2021,FREEZING RAIN/DRIZZLE,EQUIPMENT - VEHICLE CONDITION,5
2021,FREEZING RAIN/DRIZZLE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2
2021,FREEZING RAIN/DRIZZLE,FAILING TO REDUCE SPEED TO AVOID CRASH,19
2021,FREEZING RAIN/DRIZZLE,FAILING TO YIELD RIGHT-OF-WAY,16
2021,FREEZING RAIN/DRIZZLE,FOLLOWING TOO CLOSELY,13
2021,FREEZING RAIN/DRIZZLE,IMPROPER BACKING,1
2021,FREEZING RAIN/DRIZZLE,IMPROPER LANE USAGE,4
2021,FREEZING RAIN/DRIZZLE,IMPROPER OVERTAKING/PASSING,2
2021,FREEZING RAIN/DRIZZLE,IMPROPER TURNING/NO SIGNAL,9
2021,FREEZING RAIN/DRIZZLE,NOT APPLICABLE,10
2021,FREEZING RAIN/DRIZZLE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3
2021,FREEZING RAIN/DRIZZLE,RELATED TO BUS STOP,1
2021,FREEZING RAIN/DRIZZLE,ROAD CONSTRUCTION/MAINTENANCE,1
2021,FREEZING RAIN/DRIZZLE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1
2021,FREEZING RAIN/DRIZZLE,UNABLE TO DETERMINE,104
2021,FREEZING RAIN/DRIZZLE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),4
2021,FREEZING RAIN/DRIZZLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3
2021,FREEZING RAIN/DRIZZLE,WEATHER,25
2021,OTHER,DISREGARDING TRAFFIC SIGNALS,8
2021,OTHER,DISTRACTION - FROM INSIDE VEHICLE,2
2021,OTHER,DISTRACTION - FROM OUTSIDE VEHICLE,1
2021,OTHER,DRIVING ON WRONG SIDE/WRONG WAY,2
2021,OTHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,15
2021,OTHER,EQUIPMENT - VEHICLE CONDITION,4
2021,OTHER,FAILING TO REDUCE SPEED TO AVOID CRASH,13
2021,OTHER,FAILING TO YIELD RIGHT-OF-WAY,18
2021,OTHER,FOLLOWING TOO CLOSELY,12
2021,OTHER,IMPROPER BACKING,9
2021,OTHER,IMPROPER LANE USAGE,4
2021,OTHER,IMPROPER OVERTAKING/PASSING,10
2021,OTHER,IMPROPER TURNING/NO SIGNAL,5
2021,OTHER,NOT APPLICABLE,29
2021,OTHER,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",9
2021,OTHER,RELATED TO BUS STOP,1
2021,OTHER,ROAD CONSTRUCTION/MAINTENANCE,2
2021,OTHER,TURNING RIGHT ON RED,1
2021,OTHER,UNABLE TO DETERMINE,135
2021,OTHER,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3
2021,OTHER,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3
2021,OTHER,WEATHER,25
2021,RAIN,ANIMAL,8
2021,RAIN,CELL PHONE USE OTHER THAN TEXTING,8
2021,RAIN,DISREGARDING OTHER TRAFFIC SIGNS,20
2021,RAIN,DISREGARDING ROAD MARKINGS,11
2021,RAIN,DISREGARDING STOP SIGN,98
2021,RAIN,DISREGARDING TRAFFIC SIGNALS,198
2021,RAIN,DISREGARDING YIELD SIGN,4
2021,RAIN,DISTRACTION - FROM INSIDE VEHICLE,39
2021,RAIN,DISTRACTION - FROM OUTSIDE VEHICLE,22
2021,RAIN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2021,RAIN,DRIVING ON WRONG SIDE/WRONG WAY,59
2021,RAIN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,225
2021,RAIN,EQUIPMENT - VEHICLE CONDITION,77
2021,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",15
2021,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,455
2021,RAIN,FAILING TO YIELD RIGHT-OF-WAY,859
2021,RAIN,FOLLOWING TOO CLOSELY,732
2021,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),14
2021,RAIN,IMPROPER BACKING,200
2021,RAIN,IMPROPER LANE USAGE,205
2021,RAIN,IMPROPER OVERTAKING/PASSING,312
2021,RAIN,IMPROPER TURNING/NO SIGNAL,247
2021,RAIN,NOT APPLICABLE,365
2021,RAIN,OBSTRUCTED CROSSWALKS,2
2021,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",104
2021,RAIN,PHYSICAL CONDITION OF DRIVER,50
2021,RAIN,RELATED TO BUS STOP,5
2021,RAIN,ROAD CONSTRUCTION/MAINTENANCE,21
2021,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,11
2021,RAIN,TEXTING,4
2021,RAIN,TURNING RIGHT ON RED,5
2021,RAIN,UNABLE TO DETERMINE,2762
2021,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),39
2021,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",56
2021,RAIN,WEATHER,506
2021,SEVERE CROSS WIND GATE,DISREGARDING TRAFFIC SIGNALS,1
2021,SEVERE CROSS WIND GATE,FAILING TO YIELD RIGHT-OF-WAY,3
2021,SEVERE CROSS WIND GATE,FOLLOWING TOO CLOSELY,1
2021,SEVERE CROSS WIND GATE,IMPROPER BACKING,1
2021,SEVERE CROSS WIND GATE,NOT APPLICABLE,2
2021,SEVERE CROSS WIND GATE,PHYSICAL CONDITION OF DRIVER,1
2021,SEVERE CROSS WIND GATE,ROAD CONSTRUCTION/MAINTENANCE,1
2021,SEVERE CROSS WIND GATE,UNABLE TO DETERMINE,2
2021,SEVERE CROSS WIND GATE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2021,SEVERE CROSS WIND GATE,WEATHER,8
2021,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,3
2021,SLEET/HAIL,EQUIPMENT - VEHICLE CONDITION,1
2021,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,4
2021,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,8
2021,SLEET/HAIL,FOLLOWING TOO CLOSELY,6
2021,SLEET/HAIL,IMPROPER BACKING,1
2021,SLEET/HAIL,IMPROPER LANE USAGE,2
2021,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,2
2021,SLEET/HAIL,IMPROPER TURNING/NO SIGNAL,1
2021,SLEET/HAIL,NOT APPLICABLE,4
2021,SLEET/HAIL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2
2021,SLEET/HAIL,PHYSICAL CONDITION OF DRIVER,1
2021,SLEET/HAIL,TURNING RIGHT ON RED,1
2021,SLEET/HAIL,UNABLE TO DETERMINE,26
2021,SLEET/HAIL,WEATHER,9
2021,SNOW,ANIMAL,1
2021,SNOW,CELL PHONE USE OTHER THAN TEXTING,3
2021,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,10
2021,SNOW,DISREGARDING ROAD MARKINGS,2
2021,SNOW,DISREGARDING STOP SIGN,31
2021,SNOW,DISREGARDING TRAFFIC SIGNALS,63
2021,SNOW,DISREGARDING YIELD SIGN,2
2021,SNOW,DISTRACTION - FROM INSIDE VEHICLE,12
2021,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,10
2021,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,18
2021,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,123
2021,SNOW,EQUIPMENT - VEHICLE CONDITION,24
2021,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",3
2021,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,191
2021,SNOW,FAILING TO YIELD RIGHT-OF-WAY,289
2021,SNOW,FOLLOWING TOO CLOSELY,328
2021,SNOW,IMPROPER BACKING,134
2021,SNOW,IMPROPER LANE USAGE,70
2021,SNOW,IMPROPER OVERTAKING/PASSING,128
2021,SNOW,IMPROPER TURNING/NO SIGNAL,77
2021,SNOW,NOT APPLICABLE,223
2021,SNOW,OBSTRUCTED CROSSWALKS,1
2021,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41
2021,SNOW,PASSING STOPPED SCHOOL BUS,1
2021,SNOW,PHYSICAL CONDITION OF DRIVER,17
2021,SNOW,RELATED TO BUS STOP,2
2021,SNOW,ROAD CONSTRUCTION/MAINTENANCE,7
2021,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4
2021,SNOW,TEXTING,1
2021,SNOW,TURNING RIGHT ON RED,4
2021,SNOW,UNABLE TO DETERMINE,1598
2021,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),15
2021,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",15
2021,SNOW,WEATHER,837
2021,UNKNOWN,ANIMAL,1
2021,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,1
2021,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,6
2021,UNKNOWN,DISREGARDING ROAD MARKINGS,3
2021,UNKNOWN,DISREGARDING STOP SIGN,18
2021,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,27
2021,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,7
2021,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,2
2021,UNKNOWN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2021,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,17
2021,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,75
2021,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,9
2021,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2
2021,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,97
2021,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,185
2021,UNKNOWN,FOLLOWING TOO CLOSELY,212
2021,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),7
2021,UNKNOWN,IMPROPER BACKING,120
2021,UNKNOWN,IMPROPER LANE USAGE,85
2021,UNKNOWN,IMPROPER OVERTAKING/PASSING,153
2021,UNKNOWN,IMPROPER TURNING/NO SIGNAL,52
2021,UNKNOWN,NOT APPLICABLE,357
2021,UNKNOWN,OBSTRUCTED CROSSWALKS,2
2021,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",34
2021,UNKNOWN,PHYSICAL CONDITION OF DRIVER,15
2021,UNKNOWN,RELATED TO BUS STOP,5
2021,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,13
2021,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,9
2021,UNKNOWN,TURNING RIGHT ON RED,3
2021,UNKNOWN,UNABLE TO DETERMINE,4333
2021,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2021,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5
2021,UNKNOWN,WEATHER,9
2022,"BLOWING SAND, SOIL, DIRT",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1
2022,"BLOWING SAND, SOIL, DIRT",NOT APPLICABLE,1
2022,BLOWING SNOW,ANIMAL,1
2022,BLOWING SNOW,DISREGARDING STOP SIGN,1
2022,BLOWING SNOW,DISREGARDING TRAFFIC SIGNALS,5
2022,BLOWING SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6
2022,BLOWING SNOW,EQUIPMENT - VEHICLE CONDITION,1
2022,BLOWING SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2
2022,BLOWING SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,7
2022,BLOWING SNOW,FAILING TO YIELD RIGHT-OF-WAY,17
2022,BLOWING SNOW,FOLLOWING TOO CLOSELY,9
2022,BLOWING SNOW,IMPROPER BACKING,2
2022,BLOWING SNOW,IMPROPER LANE USAGE,3
2022,BLOWING SNOW,IMPROPER OVERTAKING/PASSING,4
2022,BLOWING SNOW,IMPROPER TURNING/NO SIGNAL,1
2022,BLOWING SNOW,NOT APPLICABLE,9
2022,BLOWING SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2
2022,BLOWING SNOW,PHYSICAL CONDITION OF DRIVER,2
2022,BLOWING SNOW,UNABLE TO DETERMINE,61
2022,BLOWING SNOW,WEATHER,36
2022,CLEAR,ANIMAL,68
2022,CLEAR,BICYCLE ADVANCING LEGALLY ON RED LIGHT,4
2022,CLEAR,CELL PHONE USE OTHER THAN TEXTING,110
2022,CLEAR,DISREGARDING OTHER TRAFFIC SIGNS,183
2022,CLEAR,DISREGARDING ROAD MARKINGS,91
2022,CLEAR,DISREGARDING STOP SIGN,899
2022,CLEAR,DISREGARDING TRAFFIC SIGNALS,1885
2022,CLEAR,DISREGARDING YIELD SIGN,27
2022,CLEAR,DISTRACTION - FROM INSIDE VEHICLE,536
2022,CLEAR,DISTRACTION - FROM OUTSIDE VEHICLE,344
2022,CLEAR,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",37
2022,CLEAR,DRIVING ON WRONG SIDE/WRONG WAY,527
2022,CLEAR,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3137
2022,CLEAR,EQUIPMENT - VEHICLE CONDITION,534
2022,CLEAR,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",154
2022,CLEAR,FAILING TO REDUCE SPEED TO AVOID CRASH,3292
2022,CLEAR,FAILING TO YIELD RIGHT-OF-WAY,9523
2022,CLEAR,FOLLOWING TOO CLOSELY,7345
2022,CLEAR,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),78
2022,CLEAR,IMPROPER BACKING,2929
2022,CLEAR,IMPROPER LANE USAGE,2875
2022,CLEAR,IMPROPER OVERTAKING/PASSING,4526
2022,CLEAR,IMPROPER TURNING/NO SIGNAL,2913
2022,CLEAR,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,1
2022,CLEAR,NOT APPLICABLE,4031
2022,CLEAR,OBSTRUCTED CROSSWALKS,15
2022,CLEAR,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1112
2022,CLEAR,PASSING STOPPED SCHOOL BUS,9
2022,CLEAR,PHYSICAL CONDITION OF DRIVER,551
2022,CLEAR,RELATED TO BUS STOP,55
2022,CLEAR,ROAD CONSTRUCTION/MAINTENANCE,145
2022,CLEAR,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,197
2022,CLEAR,TEXTING,24
2022,CLEAR,TURNING RIGHT ON RED,57
2022,CLEAR,UNABLE TO DETERMINE,33531
2022,CLEAR,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),328
2022,CLEAR,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",422
2022,CLEAR,WEATHER,246
2022,CLOUDY/OVERCAST,CELL PHONE USE OTHER THAN TEXTING,2
2022,CLOUDY/OVERCAST,DISREGARDING OTHER TRAFFIC SIGNS,8
2022,CLOUDY/OVERCAST,DISREGARDING ROAD MARKINGS,8
2022,CLOUDY/OVERCAST,DISREGARDING STOP SIGN,37
2022,CLOUDY/OVERCAST,DISREGARDING TRAFFIC SIGNALS,65
2022,CLOUDY/OVERCAST,DISTRACTION - FROM INSIDE VEHICLE,21
2022,CLOUDY/OVERCAST,DISTRACTION - FROM OUTSIDE VEHICLE,18
2022,CLOUDY/OVERCAST,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2
2022,CLOUDY/OVERCAST,DRIVING ON WRONG SIDE/WRONG WAY,22
2022,CLOUDY/OVERCAST,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,155
2022,CLOUDY/OVERCAST,EQUIPMENT - VEHICLE CONDITION,24
2022,CLOUDY/OVERCAST,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",8
2022,CLOUDY/OVERCAST,FAILING TO REDUCE SPEED TO AVOID CRASH,159
2022,CLOUDY/OVERCAST,FAILING TO YIELD RIGHT-OF-WAY,340
2022,CLOUDY/OVERCAST,FOLLOWING TOO CLOSELY,233
2022,CLOUDY/OVERCAST,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2022,CLOUDY/OVERCAST,IMPROPER BACKING,107
2022,CLOUDY/OVERCAST,IMPROPER LANE USAGE,110
2022,CLOUDY/OVERCAST,IMPROPER OVERTAKING/PASSING,167
2022,CLOUDY/OVERCAST,IMPROPER TURNING/NO SIGNAL,100
2022,CLOUDY/OVERCAST,NOT APPLICABLE,90
2022,CLOUDY/OVERCAST,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",42
2022,CLOUDY/OVERCAST,PHYSICAL CONDITION OF DRIVER,32
2022,CLOUDY/OVERCAST,RELATED TO BUS STOP,2
2022,CLOUDY/OVERCAST,ROAD CONSTRUCTION/MAINTENANCE,6
2022,CLOUDY/OVERCAST,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,6
2022,CLOUDY/OVERCAST,TURNING RIGHT ON RED,3
2022,CLOUDY/OVERCAST,UNABLE TO DETERMINE,1088
2022,CLOUDY/OVERCAST,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),8
2022,CLOUDY/OVERCAST,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",33
2022,CLOUDY/OVERCAST,WEATHER,25
2022,FOG/SMOKE/HAZE,ANIMAL,1
2022,FOG/SMOKE/HAZE,DISREGARDING ROAD MARKINGS,1
2022,FOG/SMOKE/HAZE,DISREGARDING TRAFFIC SIGNALS,4
2022,FOG/SMOKE/HAZE,DISTRACTION - FROM INSIDE VEHICLE,1
2022,FOG/SMOKE/HAZE,DRIVING ON WRONG SIDE/WRONG WAY,1
2022,FOG/SMOKE/HAZE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3
2022,FOG/SMOKE/HAZE,FAILING TO REDUCE SPEED TO AVOID CRASH,7
2022,FOG/SMOKE/HAZE,FAILING TO YIELD RIGHT-OF-WAY,13
2022,FOG/SMOKE/HAZE,FOLLOWING TOO CLOSELY,9
2022,FOG/SMOKE/HAZE,IMPROPER BACKING,1
2022,FOG/SMOKE/HAZE,IMPROPER LANE USAGE,1
2022,FOG/SMOKE/HAZE,IMPROPER OVERTAKING/PASSING,3
2022,FOG/SMOKE/HAZE,IMPROPER TURNING/NO SIGNAL,4
2022,FOG/SMOKE/HAZE,NOT APPLICABLE,6
2022,FOG/SMOKE/HAZE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2022,FOG/SMOKE/HAZE,PASSING STOPPED SCHOOL BUS,1
2022,FOG/SMOKE/HAZE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,2
2022,FOG/SMOKE/HAZE,UNABLE TO DETERMINE,30
2022,FOG/SMOKE/HAZE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2022,FOG/SMOKE/HAZE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2022,FOG/SMOKE/HAZE,WEATHER,4
2022,FREEZING RAIN/DRIZZLE,CELL PHONE USE OTHER THAN TEXTING,1
2022,FREEZING RAIN/DRIZZLE,DISREGARDING OTHER TRAFFIC SIGNS,2
2022,FREEZING RAIN/DRIZZLE,DISREGARDING STOP SIGN,6
2022,FREEZING RAIN/DRIZZLE,DISREGARDING TRAFFIC SIGNALS,7
2022,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM INSIDE VEHICLE,2
2022,FREEZING RAIN/DRIZZLE,DRIVING ON WRONG SIDE/WRONG WAY,1
2022,FREEZING RAIN/DRIZZLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,10
2022,FREEZING RAIN/DRIZZLE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2022,FREEZING RAIN/DRIZZLE,FAILING TO REDUCE SPEED TO AVOID CRASH,20
2022,FREEZING RAIN/DRIZZLE,FAILING TO YIELD RIGHT-OF-WAY,35
2022,FREEZING RAIN/DRIZZLE,FOLLOWING TOO CLOSELY,33
2022,FREEZING RAIN/DRIZZLE,IMPROPER BACKING,9
2022,FREEZING RAIN/DRIZZLE,IMPROPER LANE USAGE,13
2022,FREEZING RAIN/DRIZZLE,IMPROPER OVERTAKING/PASSING,19
2022,FREEZING RAIN/DRIZZLE,IMPROPER TURNING/NO SIGNAL,17
2022,FREEZING RAIN/DRIZZLE,NOT APPLICABLE,11
2022,FREEZING RAIN/DRIZZLE,OBSTRUCTED CROSSWALKS,1
2022,FREEZING RAIN/DRIZZLE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",6
2022,FREEZING RAIN/DRIZZLE,RELATED TO BUS STOP,1
2022,FREEZING RAIN/DRIZZLE,ROAD CONSTRUCTION/MAINTENANCE,2
2022,FREEZING RAIN/DRIZZLE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1
2022,FREEZING RAIN/DRIZZLE,TURNING RIGHT ON RED,1
2022,FREEZING RAIN/DRIZZLE,UNABLE TO DETERMINE,122
2022,FREEZING RAIN/DRIZZLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2022,FREEZING RAIN/DRIZZLE,WEATHER,88
2022,OTHER,ANIMAL,1
2022,OTHER,DISREGARDING STOP SIGN,2
2022,OTHER,DISREGARDING TRAFFIC SIGNALS,9
2022,OTHER,DISTRACTION - FROM INSIDE VEHICLE,4
2022,OTHER,DRIVING ON WRONG SIDE/WRONG WAY,2
2022,OTHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,22
2022,OTHER,EQUIPMENT - VEHICLE CONDITION,1
2022,OTHER,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",3
2022,OTHER,FAILING TO REDUCE SPEED TO AVOID CRASH,14
2022,OTHER,FAILING TO YIELD RIGHT-OF-WAY,39
2022,OTHER,FOLLOWING TOO CLOSELY,20
2022,OTHER,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2022,OTHER,IMPROPER BACKING,9
2022,OTHER,IMPROPER LANE USAGE,12
2022,OTHER,IMPROPER OVERTAKING/PASSING,7
2022,OTHER,IMPROPER TURNING/NO SIGNAL,5
2022,OTHER,NOT APPLICABLE,28
2022,OTHER,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",5
2022,OTHER,PHYSICAL CONDITION OF DRIVER,3
2022,OTHER,RELATED TO BUS STOP,1
2022,OTHER,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4
2022,OTHER,TURNING RIGHT ON RED,1
2022,OTHER,UNABLE TO DETERMINE,172
2022,OTHER,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2
2022,OTHER,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3
2022,OTHER,WEATHER,26
2022,RAIN,ANIMAL,9
2022,RAIN,CELL PHONE USE OTHER THAN TEXTING,6
2022,RAIN,DISREGARDING OTHER TRAFFIC SIGNS,23
2022,RAIN,DISREGARDING ROAD MARKINGS,15
2022,RAIN,DISREGARDING STOP SIGN,94
2022,RAIN,DISREGARDING TRAFFIC SIGNALS,200
2022,RAIN,DISTRACTION - FROM INSIDE VEHICLE,44
2022,RAIN,DISTRACTION - FROM OUTSIDE VEHICLE,18
2022,RAIN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",6
2022,RAIN,DRIVING ON WRONG SIDE/WRONG WAY,49
2022,RAIN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,282
2022,RAIN,EQUIPMENT - VEHICLE CONDITION,61
2022,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",17
